Energy[MeV/u],Depth[mm],Sigma_fit[mm],Sigma[mm]
167.01,300.0,3.607494346770774,3.607494346770774
170.03,-300.0,5.80086789604341,5.80086789604341
170.03,-150.0,5.151136718814537,5.151136718814537
170.03,0.0,4.590584330617077,4.590584330617077
170.03,150.0,4.021538724416626,4.021538724416626
170.03,300.0,3.4737261632236534,3.4737261632236534
173.01,-300.0,5.681962844001526,5.681962844001526
173.01,-150.0,5.1277803693063095,5.1277803693063095
173.01,0.0,4.5629813721073536,4.5629813721073536
173.01,150.0,4.044895073924852,4.044895073924852
173.01,300.0,3.482219381226645,3.482219381226645
175.96,-300.0,5.5205917019446815,5.5205917019446815
175.96,-150.0,4.938806268739741,4.938806268739741
175.96,0.0,4.303938223016104,4.303938223016104
175.96,150.0,3.6987964403029365,3.6987964403029365
175.96,300.0,3.1339974431039805,3.1339974431039805
178.87,-300.0,5.473879002928226,5.473879002928226
178.87,-150.0,4.89846348322553,4.89846348322553
178.87,0.0,4.329417877025079,4.329417877025079
178.87,150.0,3.8325646238500575,3.8325646238500575
178.87,300.0,3.2762588446540937,3.2762588446540937
181.75,-300.0,5.403809954403544,5.403809954403544
181.75,-150.0,4.8793537427187985,4.8793537427187985
181.75,0.0,4.306061527516851,4.306061527516851
181.75,150.0,3.7094129628066765,3.7094129628066765
181.75,300.0,3.1849567511219314,3.1849567511219314
184.59,-300.0,5.376206995893821,5.376206995893821
184.59,-150.0,4.7838050401851415,4.7838050401851415
184.59,0.0,4.2529789149981525,4.2529789149981525
184.59,150.0,3.7285227033134074,3.7285227033134074
184.59,300.0,3.2868753671578332,3.2868753671578332
187.41,-300.0,5.4165497814080314,5.4165497814080314
187.41,-150.0,4.800791476191124,4.800791476191124
187.41,0.0,4.208389520482445,4.208389520482445
187.41,150.0,3.683933308797701,3.683933308797701
187.41,300.0,3.1085177890950053,3.1085177890950053
190.19,-300.0,5.31463116537213,5.31463116537213
190.19,-150.0,4.692502946652979,4.692502946652979
190.19,0.0,4.068251423433081,4.068251423433081
190.19,150.0,3.5246854712416047,3.5246854712416047
190.19,300.0,2.930160211032177,2.930160211032177
192.94,-300.0,5.267918466355675,5.267918466355675
192.94,-150.0,4.635173725132784,4.635173725132784
192.94,0.0,4.030031942419617,4.030031942419617
