energy_mevu,rmse_mm,isocenter_error_mm,sigma_source_mm,sigma_prime_rad,correlation
353.7,0.035071369199701524,0.03800047445397725,0.9880800001797037,0.0013440000002110204,0.999999
355.62,0.03528457087576252,0.041000473084355615,0.995960000757282,0.001327999999664344,0.999999
357.53,0.035284570810655565,0.04100047007145369,0.9859600004134254,0.0013280000012576632,0.999999
359.44,0.03267263174197085,0.037000470841375366,0.9881199940257801,0.0013160000069539237,0.999999
361.34,0.03267263167684208,0.03700046623958397,0.9781200049599627,0.0013159999943024591,0.999999
363.23,0.03563707244159835,0.04400046369164334,0.9738400070748179,0.0013119999924114075,0.999999
365.1,0.03297727794478403,0.04000046447275052,0.975999997071407,0.0013000000034092143,0.999999
366.97,0.032977277880226974,0.040000461612774485,0.9659999995940574,0.0013000000005655543,0.999999
368.83,0.03251923802640445,0.034000459341586575,0.9674400055371349,0.0012919999934580908,0.999999
370.68,0.03528457045553741,0.04100045866242419,0.9631599992728632,0.0012880000011444566,0.999999
372.51,0.03528457039003334,0.04100045528310603,0.9531600008481628,0.0012880000004435632,0.999999
374.34,0.03267263132164819,0.03700045515756245,0.9553199983677065,0.0012760000017227548,0.999999
376.15,0.03267263125612169,0.03700045258906659,0.9453199990604587,0.0012760000011313476,0.999999
377.95,0.030083230609566722,0.03300045032395116,0.9474800012528902,0.0012639999986805877,0.999999
379.73,0.03008323054403138,0.03300044894314169,0.9374799971704487,0.0012640000033690042,0.999999
381.51,0.028062442969280458,0.035000447670667345,0.9382000007448458,0.0012599999991348635,0.999999
383.26,0.03008323047710693,0.033000446085398316,0.9274800000428804,0.0012639999999641816,0.999999
385.01,0.030083230408771262,0.03300044402418045,0.9174799988412865,0.0012640000013411344,0.999999
386.73,0.025099813262937642,0.028000443385147733,0.9124799961965266,0.0012640000044451107,0.999999
388.44,0.0250998131925083,0.028000440323364906,0.9024799996332308,0.0012640000004141224,0.999999
390.14,0.022527772987386282,0.024000439066241608,0.9046399979132996,0.0012520000023770036,0.999999
391.82,0.023184058444041217,0.030000437882975017,0.8931999974688303,0.0012600000028808373,0.999999
393.47,0.022527772916897944,0.024000436117739055,0.8946400005376536,0.0012519999993771396,0.999999
395.11,0.02012462401549009,0.023000434147901982,0.8774799999564523,0.0012640000001459925,0.999999
396.73,0.020124623939940477,0.02300043217340364,0.8674799980321075,0.0012640000022578978,0.999999
398.34,0.015165762986173646,0.018000430105570286,0.8624799994066964,0.0012640000014507574,0.999999
399.92,0.012942190994994447,0.01700042783760125,0.8453200002288689,0.001276000000162671,0.999999
