energy_mevu,measured_r80_mm,fitted_r80_mm,r80_delta_mm,normalized_rmse,normalized_max_abs_error,spectrum_components,spectrum_mean_mevu
355.61999999999995,220.30759535655056,220.29399449044683,-0.013600866103729459,0.009611857764299129,0.028233404324441397,7.0,347.71619495318555
357.53,222.66964928909954,222.68947362348916,0.019824334389625164,0.00974356009849737,0.029383833305401934,8.0,349.88039468427615
359.44,224.65626822157435,224.6398508591971,-0.016417362377239897,0.010351424543773568,0.03182668284674138,8.0,351.79233663224966
361.34,226.95973509933773,226.88075333072646,-0.07898176861127126,0.010438635820715513,0.03243314940577249,9.0,353.93526806054854
363.23,229.0640782122905,229.04646862414307,-0.017609588147422528,0.010342947142298234,0.033116673828964334,9.0,355.9507656547105
365.09999999999997,230.92097739767868,230.90788915302718,-0.013088244651498826,0.011108546640555939,0.03408232967823117,7.0,357.8025805040703
366.97,232.91626506024096,232.91908666208235,0.00282160184139002,0.011905918098439735,0.0334868068833652,8.0,359.81632657966213
368.83,235.00892448512585,234.940145406664,-0.06877907846185849,0.012384990431500794,0.036338900862068965,8.0,361.7350438975652
370.68,236.9396937799043,236.85303381194228,-0.0866599679620208,0.013447753828962107,0.03770051826258638,8.0,363.6510000645175
372.51,238.66990206746462,238.63268348865668,-0.037218578807937774,0.012495480151554945,0.037508781241706604,9.0,365.3293421011865
374.34,240.9160830449827,240.88954549747112,-0.02653754751159454,0.013384650348969641,0.03862005549990969,8.0,367.3731053903742
376.15000000000003,242.67756775538567,242.61814125438727,-0.059426500998398524,0.013271648310538479,0.03872394292102321,7.0,369.04285240292654
377.95,245.32439317953862,245.27994333129678,-0.04444984824183962,0.013721381989148502,0.04239046996275552,8.0,371.2974588598229
379.73,247.32732394366198,247.28338251866404,-0.04394142499793929,0.013378554062581899,0.04406202723146748,9.0,373.1666818101884
381.51,249.07761308950913,249.04232725704605,-0.035285832463074485,0.013456788264184675,0.042965297908868307,9.0,374.931423080529
383.26,251.30857521537442,251.30054581793954,-0.008029397434881957,0.013699158843531638,0.045049886323067966,7.0,376.87479909064746
