BeamNumber,LayerIndex,ControlPointIndex,SpotIndex,Energy_MeVu,Energy_Total_MeV,IEC_X_mm,IEC_Y_mm,TOPAS_LocalX_mm,TOPAS_LocalY_mm,FWHM_IEC_X_mm,FWHM_IEC_Y_mm,Sigma_TOPAS_LocalX_mm,Sigma_TOPAS_LocalY_mm,MetersetWeight_MU,SelectedRelativeWeight,AllocatedHistories
1,36,70,5,226.37,2716.44,-40.70000076,56,56,-40.70000076,9.061599731,9.061599731,3.848107099,3.848107099,4015.1159,0.003270373627,49
1,37,72,1,228.79,2745.48,0.8999999762,2,2,0.8999999762,8.965250015,8.965250015,3.807191141,3.807191141,4145.644742,0.003376691375,51
1,37,72,2,228.79,2745.48,-56.29999924,5,5,-56.29999924,8.965250015,8.965250015,3.807191141,3.807191141,4145.644742,0.003376691375,51
1,37,72,3,228.79,2745.48,56.29999924,-4,-4,56.29999924,8.965250015,8.965250015,3.807191141,3.807191141,4145.644742,0.003376691375,51
1,37,72,4,228.79,2745.48,4.300000191,-56,-56,4.300000191,8.965250015,8.965250015,3.807191141,3.807191141,4145.644742,0.003376691375,51
1,37,72,5,228.79,2745.48,-0.8999999762,55,55,-0.8999999762,8.965250015,8.965250015,3.807191141,3.807191141,4145.644742,0.003376691375,51
1,38,74,1,231.19,2774.28,-0.8999999762,-3,-3,-0.8999999762,8.871250153,8.871250153,3.767273075,3.767273075,4423.519261,0.003603024443,54
1,38,74,2,231.19,2774.28,-56.29999924,3,3,-56.29999924,8.871250153,8.871250153,3.767273075,3.767273075,4423.519261,0.003603024443,54
1,38,74,3,231.19,2774.28,56.29999924,0,0,56.29999924,8.871250153,8.871250153,3.767273075,3.767273075,4423.519261,0.003603024443,54
1,38,74,4,231.19,2774.28,4.300000191,-56,-56,4.300000191,8.871250153,8.871250153,3.767273075,3.767273075,4423.519261,0.003603024443,54
1,38,74,5,231.19,2774.28,-51.09999847,56,56,-51.09999847,8.871250153,8.871250153,3.767273075,3.767273075,4423.519261,0.003603024443,54
1,39,76,1,233.58,2802.96,-0.8999999762,-3,-3,-0.8999999762,8.779600143,8.779600143,3.7283529,3.7283529,4621.110383,0.00376396545,56
1,39,76,2,233.58,2802.96,-56.29999924,3,3,-56.29999924,8.779600143,8.779600143,3.7283529,3.7283529,4621.110383,0.00376396545,56
1,39,76,3,233.58,2802.96,56.29999924,-4,-4,56.29999924,8.779600143,8.779600143,3.7283529,3.7283529,4621.110383,0.00376396545,56
1,39,76,4,233.58,2802.96,-4.300000191,-57,-57,-4.300000191,8.779600143,8.779600143,3.7283529,3.7283529,4621.110383,0.00376396545,56
1,39,76,5,233.58,2802.96,-47.59999847,56,56,-47.59999847,8.779600143,8.779600143,3.7283529,3.7283529,4621.110383,0.00376396545,56
1,40,78,1,235.94,2831.28,-0.8999999762,-3,-3,-0.8999999762,8.692649841,8.692649841,3.691428506,3.691428506,4855.728021,0.003955065123,59
1,40,78,2,235.94,2831.28,-56.29999924,3,3,-56.29999924,8.692649841,8.692649841,3.691428506,3.691428506,4855.728021,0.003955065123,59
1,40,78,3,235.94,2831.28,56.29999924,-2,-2,56.29999924,8.692649841,8.692649841,3.691428506,3.691428506,4855.728021,0.003955065123,59
1,40,78,4,235.94,2831.28,-4.300000191,-57,-57,-4.300000191,8.692649841,8.692649841,3.691428506,3.691428506,4855.728021,0.003955065123,59
1,40,78,5,235.94,2831.28,0.8999999762,56,56,0.8999999762,8.692649841,8.692649841,3.691428506,3.691428506,4855.728021,0.003955065123,59
1,41,80,1,238.29,2859.48,-0.8999999762,-1,-1,-0.8999999762,8.605699539,8.605699539,3.654504113,3.654504113,5082.837421,0.00414004922,62
1,41,80,2,238.29,2859.48,-56.29999924,3,3,-56.29999924,8.605699539,8.605699539,3.654504113,3.654504113,5082.837421,0.00414004922,62
1,41,80,3,238.29,2859.48,56.29999924,-2,-2,56.29999924,8.605699539,8.605699539,3.654504113,3.654504113,5082.837421,0.00414004922,62
1,41,80,4,238.29,2859.48,-0.8999999762,-57,-57,-0.8999999762,8.605699539,8.605699539,3.654504113,3.654504113,5082.837421,0.00414004922,62
1,41,80,5,238.29,2859.48,-2.599999905,56,56,-2.599999905,8.605699539,8.605699539,3.654504113,3.654504113,5082.837421,0.00414004922,62
1,42,82,1,240.63,2887.56,-0.8999999762,1,1,-0.8999999762,8.605699539,8.605699539,3.654504113,3.654504113,5423.090262,0.00441719039,66
1,42,82,2,240.63,2887.56,-56.29999924,3,3,-56.29999924,8.605699539,8.605699539,3.654504113,3.654504113,5423.090262,0.00441719039,66
1,42,82,3,240.63,2887.56,56.29999924,-2,-2,56.29999924,8.605699539,8.605699539,3.654504113,3.654504113,5423.090262,0.00441719039,66
1,42,82,4,240.63,2887.56,2.599999905,-57,-57,2.599999905,8.605699539,8.605699539,3.654504113,3.654504113,5423.090262,0.00441719039,66
1,42,82,5,240.63,2887.56,-32,57,57,-32,8.605699539,8.605699539,3.654504113,3.654504113,5423.090262,0.00441719039,66
1,43,84,1,242.95,2915.4,0.8999999762,0,0,0.8999999762,8.523449898,8.523449898,3.619575906,3.619575906,5627.174815,0.004583420396,69
1,43,84,2,242.95,2915.4,-56.29999924,3,3,-56.29999924,8.523449898,8.523449898,3.619575906,3.619575906,5627.174815,0.004583420396,69
1,43,84,3,242.95,2915.4,56.29999924,-2,-2,56.29999924,8.523449898,8.523449898,3.619575906,3.619575906,5627.174815,0.004583420396,69
1,43,84,4,242.95,2915.4,-0.8999999762,-57,-57,-0.8999999762,8.523449898,8.523449898,3.619575906,3.619575906,5627.174815,0.004583420396,69
1,43,84,5,242.95,2915.4,6.099999905,57,57,6.099999905,8.523449898,8.523449898,3.619575906,3.619575906,5627.174815,0.004583420396,69
1,44,86,1,245.25,2943,0.8999999762,0,0,0.8999999762,8.441200256,8.441200256,3.584647699,3.584647699,6424.1039,0.005232531387,79
1,44,86,2,245.25,2943,-56.29999924,-1,-1,-56.29999924,8.441200256,8.441200256,3.584647699,3.584647699,6424.1039,0.005232531387,79
1,44,86,3,245.25,2943,56.29999924,-2,-2,56.29999924,8.441200256,8.441200256,3.584647699,3.584647699,6424.1039,0.005232531387,79
1,44,86,4,245.25,2943,-0.8999999762,-57,-57,-0.8999999762,8.441200256,8.441200256,3.584647699,3.584647699,6424.1039,0.005232531387,79
1,44,86,5,245.25,2943,2.599999905,57,57,2.599999905,8.441200256,8.441200256,3.584647699,3.584647699,6424.1039,0.005232531387,79
1,45,88,1,247.54,2970.48,0.8999999762,0,0,0.8999999762,8.361300468,8.361300468,3.550717383,3.550717383,7487.297399,0.006098518837,91
1,45,88,2,247.54,2970.48,-56.29999924,-1,-1,-56.29999924,8.361300468,8.361300468,3.550717383,3.550717383,7487.297399,0.006098518837,91
1,45,88,3,247.54,2970.48,56.29999924,4,4,56.29999924,8.361300468,8.361300468,3.550717383,3.550717383,7487.297399,0.006098518837,91
1,45,88,4,247.54,2970.48,2.599999905,-57,-57,2.599999905,8.361300468,8.361300468,3.550717383,3.550717383,7487.297399,0.006098518837,91
1,45,88,5,247.54,2970.48,-0.8999999762,57,57,-0.8999999762,8.361300468,8.361300468,3.550717383,3.550717383,7487.297399,0.006098518837,91
1,46,90,1,249.82,2997.84,-0.8999999762,1,1,-0.8999999762,8.286100388,8.286100388,3.518782849,3.518782849,7163.072214,0.005834432439,88
1,46,90,2,249.82,2997.84,-56.29999924,-1,-1,-56.29999924,8.286100388,8.286100388,3.518782849,3.518782849,7163.072214,0.005834432439,88
1,46,90,3,249.82,2997.84,56.29999924,-4,-4,56.29999924,8.286100388,8.286100388,3.518782849,3.518782849,7163.072214,0.005834432439,88
1,46,90,4,249.82,2997.84,-0.8999999762,-57,-57,-0.8999999762,8.286100388,8.286100388,3.518782849,3.518782849,7163.072214,0.005834432439,88
1,46,90,5,249.82,2997.84,-0.8999999762,57,57,-0.8999999762,8.286100388,8.286100388,3.518782849,3.518782849,7163.072214,0.005834432439,88
1,47,92,1,252.09,3025.08,-0.8999999762,-1,-1,-0.8999999762,8.210900307,8.210900307,3.486848315,3.486848315,6544.865521,0.005330893585,80
1,47,92,2,252.09,3025.08,-56.29999924,-1,-1,-56.29999924,8.210900307,8.210900307,3.486848315,3.486848315,6544.865521,0.005330893585,80
1,47,92,3,252.09,3025.08,56.29999924,-2,-2,56.29999924,8.210900307,8.210900307,3.486848315,3.486848315,6544.865521,0.005330893585,80
1,47,92,4,252.09,3025.08,9.5,-57,-57,9.5,8.210900307,8.210900307,3.486848315,3.486848315,6544.865521,0.005330893585,80
1,47,92,5,252.09,3025.08,-0.8999999762,57,57,-0.8999999762,8.210900307,8.210900307,3.486848315,3.486848315,6544.865521,0.005330893585,80
1,48,94,1,254.34,3052.08,0.8999999762,0,0,0.8999999762,8.138050079,8.138050079,3.455911672,3.455911672,12043.65984,0.009809746096,147
1,48,94,2,254.34,3052.08,-56.29999924,1,1,-56.29999924,8.138050079,8.138050079,3.455911672,3.455911672,12043.65984,0.009809746096,147
1,48,94,3,254.34,3052.08,56.29999924,2,2,56.29999924,8.138050079,8.138050079,3.455911672,3.455911672,12043.65984,0.009809746096,147
1,48,94,4,254.34,3052.08,0.8999999762,-56,-56,0.8999999762,8.138050079,8.138050079,3.455911672,3.455911672,12043.65984,0.009809746096,147
1,48,94,5,254.34,3052.08,-52.79999924,57,57,-52.79999924,8.138050079,8.138050079,3.455911672,3.455911672,12043.65984,0.009809746096,147
1,49,96,1,256.58,3078.96,0.8999999762,0,0,0.8999999762,8.138050079,8.138050079,3.455911672,3.455911672,17335.96524,0.0141204102,212
1,49,96,2,256.58,3078.96,-56.29999924,-1,-1,-56.29999924,8.138050079,8.138050079,3.455911672,3.455911672,17335.96524,0.0141204102,212
1,49,96,3,256.58,3078.96,56.29999924,-2,-2,56.29999924,8.138050079,8.138050079,3.455911672,3.455911672,17335.96524,0.0141204102,212
1,49,96,4,256.58,3078.96,0.8999999762,-56,-56,0.8999999762,8.138050079,8.138050079,3.455911672,3.455911672,17335.96524,0.0141204102,212
1,49,96,5,256.58,3078.96,-0.8999999762,55,55,-0.8999999762,8.138050079,8.138050079,3.455911672,3.455911672,17335.96524,0.0141204102,212
1,50,98,1,258.81,3105.72,0.8999999762,0,0,0.8999999762,8.067549706,8.067549706,3.42597292,3.42597292,20629.23747,0.01680283106,252
1,50,98,2,258.81,3105.72,-56.29999924,-1,-1,-56.29999924,8.067549706,8.067549706,3.42597292,3.42597292,20629.23747,0.01680283106,252
1,50,98,3,258.81,3105.72,56.29999924,2,2,56.29999924,8.067549706,8.067549706,3.42597292,3.42597292,20629.23747,0.01680283106,252
1,50,98,4,258.81,3105.72,0.8999999762,-56,-56,0.8999999762,8.067549706,8.067549706,3.42597292,3.42597292,20629.23747,0.01680283106,252
1,50,98,5,258.81,3105.72,-0.8999999762,55,55,-0.8999999762,8.067549706,8.067549706,3.42597292,3.42597292,20629.23747,0.01680283106,252
1,51,100,1,261.03,3132.36,0.8999999762,0,0,0.8999999762,7.999400139,7.999400139,3.397032464,3.397032464,16896.20918,0.01376222213,206
1,51,100,2,261.03,3132.36,-56.29999924,1,1,-56.29999924,7.999400139,7.999400139,3.397032464,3.397032464,16896.20918,0.01376222213,206
1,51,100,3,261.03,3132.36,56.29999924,-2,-2,56.29999924,7.999400139,7.999400139,3.397032464,3.397032464,16896.20918,0.01376222213,206
1,51,100,4,261.03,3132.36,0.8999999762,-56,-56,0.8999999762,7.999400139,7.999400139,3.397032464,3.397032464,16896.20918,0.01376222213,206
1,51,100,5,261.03,3132.36,-52.79999924,57,57,-52.79999924,7.999400139,7.999400139,3.397032464,3.397032464,16896.20918,0.01376222213,206
1,52,102,1,263.23,3158.76,0.8999999762,0,0,0.8999999762,7.931250095,7.931250095,3.368091805,3.368091805,14930.2145,0.01216088924,182
1,52,102,2,263.23,3158.76,-56.29999924,1,1,-56.29999924,7.931250095,7.931250095,3.368091805,3.368091805,14930.2145,0.01216088924,182
1,52,102,3,263.23,3158.76,56.29999924,-2,-2,56.29999924,7.931250095,7.931250095,3.368091805,3.368091805,14930.2145,0.01216088924,182
1,52,102,4,263.23,3158.76,0.8999999762,-56,-56,0.8999999762,7.931250095,7.931250095,3.368091805,3.368091805,14930.2145,0.01216088924,182
1,52,102,5,263.23,3158.76,-52.79999924,57,57,-52.79999924,7.931250095,7.931250095,3.368091805,3.368091805,14930.2145,0.01216088924,182
1,53,104,1,265.43,3185.16,0.8999999762,0,0,0.8999999762,7.865449905,7.865449905,3.340149037,3.340149037,13821.21277,0.01125759028,169
1,53,104,2,265.43,3185.16,-56.29999924,1,1,-56.29999924,7.865449905,7.865449905,3.340149037,3.340149037,13821.21277,0.01125759028,169
1,53,104,3,265.43,3185.16,56.29999924,-2,-2,56.29999924,7.865449905,7.865449905,3.340149037,3.340149037,13821.21277,0.01125759028,169
1,53,104,4,265.43,3185.16,0.8999999762,-56,-56,0.8999999762,7.865449905,7.865449905,3.340149037,3.340149037,13821.21277,0.01125759028,169
1,53,104,5,265.43,3185.16,-52.79999924,57,57,-52.79999924,7.865449905,7.865449905,3.340149037,3.340149037,13821.21277,0.01125759028,169
