Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
Medium:; Water
Single spot [Yes/No]:; Yes
Isocenter to snout distance [mm]:; 680
Isocenter to phantom surface distance [mm]:; 150
Detector lateral shape [Quadratic/Circular]:; Circular
Detector lateral side/diameter [mm]:; 80
Nominal beam energy [MeV]:; 1443.12
Measured dose curve (Depth [mm] Dose [a.u.]):; 
13.00;1.44280
13.50;1.45970
14.00;1.47910
14.50;1.49880
15.00;1.52160
15.50;1.54780
16.00;1.57580
16.50;1.60460
17.00;1.63660
17.50;1.67310
18.00;1.71320
18.50;1.75450
19.00;1.79950
19.50;1.85160
20.00;1.91370
20.50;1.97800
21.00;2.05200
21.20;2.08570
21.40;2.12370
21.60;2.16440
21.80;2.20580
22.00;2.24920
22.20;2.29740
22.40;2.35060
22.60;2.41010
22.80;2.47940
23.00;2.55340
23.10;2.60190
23.20;2.64980
23.30;2.70860
23.40;2.77500
23.50;2.85340
23.60;2.92810
23.70;2.99030
23.80;3.03640
23.90;3.06560
24.00;3.09280
24.10;3.11120
24.20;3.11120
24.30;3.10150
24.40;3.10060
24.50;3.09510
24.60;3.08080
24.70;3.06360
24.80;3.05310
24.90;3.04250
25.00;3.01560
25.10;2.98870
25.20;2.97270
25.30;2.95250
25.40;2.91940
25.50;2.88420
25.60;2.85820
25.70;2.83200
25.80;2.78460
25.90;2.74380
26.00;2.71290
26.20;2.62820
26.40;2.54820
26.60;2.46560
26.80;2.40810
27.00;2.34300
27.20;2.26680
27.40;2.12830
27.60;1.99650
27.80;1.83130
28.00;1.70480
28.20;1.56870
28.40;1.44340
28.60;1.32140
28.80;1.27500
29.00;1.22650
29.20;1.19120
29.40;1.14900
29.60;1.08150
29.80;0.90053
30.00;0.66155
30.20;0.44849
30.40;0.27346
30.60;0.17382
30.80;0.12340
31.00;0.10363
31.20;0.09543
31.40;0.09223
31.60;0.09025
31.80;0.08832
32.00;0.08684
32.50;0.08347
33.00;0.08009
33.50;0.07654
34.00;0.07323
34.50;0.07020
35.00;0.06791
35.50;0.06521
37.50;0.05664
39.50;0.05027
41.50;0.04504
43.50;0.04124
44.00;0.04013
49.00;0.03264
54.00;0.02717
59.00;0.02242
64.00;0.01833
69.00;0.01485
74.00;0.01213
79.00;0.00968
84.00;0.00785
89.00;0.00626
94.00;0.00524
99.00;0.00422
104.00;0.00329
105.50;0.00321
120.50;0.00184
135.50;0.00129
150.50;0.00087
165.50;0.00030
180.50;0.00000
195.50;0.00000
210.50;0.00064
225.50;0.00028
240.50;0.00000
255.50;0.00029
270.50;0.00028
285.50;0.00043
300.50;0.00025
315.50;0.00025
330.50;0.00062
345.50;0.00060
360.50;0.00059
363.00;0.00056
End:; 
Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
Medium:; Water
Single spot [Yes/No]:; Yes
Isocenter to snout distance [mm]:; 680
Isocenter to phantom surface distance [mm]:; 150
Detector lateral shape [Quadratic/Circular]:; Circular
Detector lateral side/diameter [mm]:; 80
Nominal beam energy [MeV]:; 1572.6
Measured dose curve (Depth [mm] Dose [a.u.]):; 
13.00;1.34240
15.00;1.39000
17.00;1.45160
19.00;1.53130
19.50;1.55350
20.00;1.57720
20.50;1.60140
21.00;1.62860
21.50;1.65690
22.00;1.68820
22.50;1.72000
23.00;1.75650
23.50;1.79500
24.00;1.83620
24.50;1.88190
25.00;1.93210
25.50;1.98980
26.00;2.05370
26.50;2.12180
27.00;2.20330
27.20;2.24170
27.40;2.27980
27.60;2.32190
27.80;2.36700
28.00;2.41530
28.20;2.46840
28.40;2.52590
28.60;2.58840
28.80;2.65880
29.00;2.74370
29.10;2.79540
29.20;2.85410
29.30;2.91460
29.40;2.97670
29.50;3.04920
29.60;3.11800
29.70;3.18960
29.80;3.23540
29.90;3.26570
30.00;3.28610
30.10;3.30340
30.20;3.30590
30.30;3.30180
30.40;3.29440
30.50;3.28990
30.60;3.27670
30.70;3.26080
30.80;3.24390
30.90;3.22760
31.00;3.20420
31.10;3.17940
31.20;3.15440
31.30;3.12940
31.40;3.09850
31.50;3.06230
31.60;3.03180
31.70;2.99550
31.80;2.95760
31.90;2.91620
32.00;2.86930
32.20;2.78430
32.40;2.70030
32.60;2.62600
32.80;2.55310
33.00;2.47370
33.20;2.37990
33.40;2.25110
33.60;2.10460
33.80;1.94250
34.00;1.79950
34.20;1.65570
34.40;1.53800
34.60;1.43130
34.80;1.36860
35.00;1.32060
35.20;1.27420
35.40;1.22310
35.60;1.13200
35.80;0.96169
36.00;0.70582
36.20;0.47911
36.40;0.30465
36.60;0.21016
36.80;0.15441
37.00;0.12875
37.20;0.11885
37.40;0.11532
37.60;0.11282
37.80;0.11105
38.00;0.10949
38.50;0.10547
39.00;0.10148
39.50;0.09771
40.00;0.09422
40.50;0.09057
41.00;0.08758
41.50;0.08465
43.50;0.07401
45.50;0.06610
47.50;0.05939
49.50;0.05460
50.00;0.05331
55.00;0.04477
60.00;0.03800
65.00;0.03260
70.00;0.02727
75.00;0.02321
80.00;0.01961
85.00;0.01657
90.00;0.01403
95.00;0.01174
100.00;0.00970
105.00;0.00800
110.00;0.00669
111.50;0.00632
126.50;0.00382
141.50;0.00237
156.50;0.00166
171.50;0.00106
186.50;0.00059
201.50;0.00063
216.50;0.00031
231.50;0.00028
246.50;0.00027
261.50;0.00000
276.50;0.00000
291.50;0.00028
306.50;0.00000
321.50;0.00030
336.50;0.00023
351.50;0.00041
363.00;0.00033
End:; 
Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
Medium:; Water
Single spot [Yes/No]:; Yes
Isocenter to snout distance [mm]:; 680
Isocenter to phantom surface distance [mm]:; 150
Detector lateral shape [Quadratic/Circular]:; Circular
Detector lateral side/diameter [mm]:; 80
Nominal beam energy [MeV]:; 1696.8
Measured dose curve (Depth [mm] Dose [a.u.]):; 
13.00;1.28020
15.00;1.31330
17.00;1.35410
19.00;1.40220
21.00;1.45930
23.00;1.52660
25.00;1.61050
25.50;1.63520
26.00;1.66060
26.50;1.68690
27.00;1.71590
27.50;1.74770
28.00;1.77900
28.50;1.81340
29.00;1.84960
29.50;1.89160
30.00;1.93630
30.50;1.98300
31.00;2.03560
31.50;2.09820
32.00;2.16590
32.50;2.23910
33.00;2.32420
33.20;2.36550
33.40;2.40940
33.60;2.45390
33.80;2.50230
34.00;2.55420
34.20;2.61250
34.40;2.67860
34.60;2.74640
34.80;2.82300
35.00;2.91760
35.10;2.96930
35.20;3.03440
35.30;3.10160
35.40;3.16550
35.50;3.23420
35.60;3.29360
35.70;3.34240
35.80;3.38490
35.90;3.41420
36.00;3.43010
36.10;3.43830
36.20;3.43900
36.30;3.43370
36.40;3.42470
36.50;3.41270
36.60;3.39790
36.70;3.38070
36.80;3.36360
36.90;3.33920
37.00;3.31570
37.10;3.28880
37.20;3.25870
37.30;3.22970
37.40;3.19580
37.50;3.15990
37.60;3.12080
37.70;3.08320
37.80;3.04170
37.90;2.99970
38.00;2.95340
38.20;2.86510
38.40;2.77520
38.60;2.69570
38.80;2.61940
39.00;2.53290
39.20;2.41390
39.40;2.27360
39.60;2.12320
39.80;1.97920
40.00;1.83650
40.20;1.68680
40.40;1.55840
40.60;1.45580
40.80;1.39450
41.00;1.34290
41.20;1.28650
41.40;1.20950
41.60;1.08770
41.80;0.89594
42.00;0.68292
42.20;0.46019
42.40;0.30183
42.60;0.21240
42.80;0.16622
43.00;0.14618
43.20;0.13864
43.40;0.13542
43.60;0.13344
43.80;0.13155
44.00;0.12930
44.50;0.12532
45.00;0.12117
45.50;0.11777
46.00;0.11362
46.50;0.11003
47.00;0.10639
47.50;0.10292
49.50;0.09089
51.50;0.08159
53.50;0.07357
55.50;0.06761
56.00;0.06631
61.00;0.05607
66.00;0.04893
71.00;0.04216
76.00;0.03642
81.00;0.03178
86.00;0.02741
91.00;0.02401
96.00;0.02075
101.00;0.01780
106.00;0.01534
111.00;0.01289
116.00;0.01086
117.50;0.01035
132.50;0.00623
147.50;0.00403
162.50;0.00292
177.50;0.00211
192.50;0.00155
207.50;0.00080
222.50;0.00080
237.50;0.00031
252.50;0.00000
267.50;0.00000
282.50;0.00000
297.50;0.00037
312.50;0.00078
327.50;0.00025
342.50;0.00000
357.50;0.00031
363.00;0.00084
End:; 
Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
Medium:; Water
Single spot [Yes/No]:; Yes
Isocenter to snout distance [mm]:; 680
Isocenter to phantom surface distance [mm]:; 150
Detector lateral shape [Quadratic/Circular]:; Circular
Detector lateral side/diameter [mm]:; 80
Nominal beam energy [MeV]:; 2076.12
Measured dose curve (Depth [mm] Dose [a.u.]):; 
13.00;1.19120
15.00;1.20560
17.00;1.22180
19.00;1.24010
21.00;1.26130
23.00;1.28280
25.00;1.30720
27.00;1.33320
29.00;1.36350
31.00;1.39520
33.00;1.43020
35.00;1.47130
37.00;1.51790
39.00;1.57160
41.00;1.63390
43.00;1.70790
45.00;1.79840
45.50;1.82500
46.00;1.85180
46.50;1.88060
47.00;1.90960
47.50;1.94280
48.00;1.97870
48.50;2.01370
49.00;2.05290
49.50;2.09570
50.00;2.14140
50.50;2.19240
51.00;2.24600
51.50;2.30740
52.00;2.37670
52.50;2.45030
53.00;2.53220
53.20;2.57050
53.40;2.61270
53.60;2.65680
53.80;2.70430
54.00;2.75500
54.20;2.80470
54.40;2.86740
54.60;2.93240
54.80;3.00370
55.00;3.08680
55.10;3.13390
55.20;3.18240
55.30;3.23760
55.40;3.29330
55.50;3.34810
55.60;3.40990
55.70;3.46930
55.80;3.52560
55.90;3.58200
56.00;3.62620
56.10;3.67330
56.20;3.70120
56.30;3.72320
56.40;3.73560
56.50;3.74110
56.60;3.73910
56.70;3.73090
56.80;3.72090
56.90;3.70540
57.00;3.68760
57.10;3.66300
57.20;3.63750
57.30;3.60840
57.40;3.58120
57.50;3.54950
57.60;3.50890
57.70;3.47140
57.80;3.43840
57.90;3.39540
58.00;3.35210
58.20;3.26320
58.40;3.16300
58.60;3.06790
58.80;2.97240
59.00;2.88020
59.20;2.77340
59.40;2.65260
59.60;2.52740
59.80;2.38230
60.00;2.23470
60.20;2.08230
60.40;1.93360
60.60;1.80070
60.80;1.68040
61.00;1.59200
61.20;1.51280
61.40;1.44340
61.60;1.35880
61.80;1.24570
62.00;1.10000
62.20;0.90639
62.40;0.70017
62.60;0.51038
62.80;0.37710
63.00;0.29016
63.20;0.24422
63.40;0.21925
63.60;0.20881
63.80;0.20450
64.00;0.20217
64.50;0.19738
65.00;0.19205
65.50;0.18747
66.00;0.18306
66.50;0.17891
67.00;0.17494
67.50;0.17097
69.50;0.15579
71.50;0.14200
73.50;0.13067
75.50;0.12008
76.00;0.11775
81.00;0.09911
86.00;0.08682
91.00;0.07812
96.00;0.07147
101.00;0.06489
106.00;0.05880
111.00;0.05358
116.00;0.04901
121.00;0.04444
126.00;0.04069
131.00;0.03692
136.00;0.03336
137.50;0.03216
152.50;0.02367
167.50;0.01679
182.50;0.01189
197.50;0.00806
212.50;0.00585
227.50;0.00409
242.50;0.00337
257.50;0.00247
272.50;0.00227
287.50;0.00185
302.50;0.00121
317.50;0.00108
332.50;0.00076
347.50;0.00042
362.50;0.00057
363.00;0.00040
End:; 
Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
Medium:; Water
Single spot [Yes/No]:; Yes
Isocenter to snout distance [mm]:; 680
Isocenter to phantom surface distance [mm]:; 150
Detector lateral shape [Quadratic/Circular]:; Circular
Detector lateral side/diameter [mm]:; 80
Nominal beam energy [MeV]:; 2282.28
Measured dose curve (Depth [mm] Dose [a.u.]):; 
13.00;1.16410
23.00;1.22670
26.00;1.24970
28.00;1.26590
30.00;1.28450
32.00;1.30420
34.00;1.32650
36.00;1.34920
38.00;1.37420
40.00;1.40240
42.00;1.43410
44.00;1.46770
46.00;1.50600
48.00;1.55010
50.00;1.60060
52.00;1.65870
54.00;1.72560
56.00;1.80870
58.00;1.90830
58.50;1.93410
59.00;1.96430
59.50;1.99710
60.00;2.02950
60.50;2.06250
61.00;2.10070
61.50;2.14270
62.00;2.18510
62.50;2.23170
63.00;2.28300
63.50;2.34160
64.00;2.40250
64.50;2.47020
65.00;2.54530
65.50;2.63570
66.00;2.73800
66.20;2.78440
66.40;2.83210
66.60;2.88220
66.80;2.94330
67.00;3.00760
67.20;3.07880
67.40;3.15700
67.60;3.25230
67.80;3.36280
68.00;3.49450
68.10;3.55940
68.20;3.62120
68.30;3.66780
68.40;3.72490
68.50;3.77100
68.60;3.80290
68.70;3.82460
68.80;3.83740
68.90;3.84330
69.00;3.84450
69.10;3.83550
69.20;3.82380
69.30;3.80940
69.40;3.79060
69.50;3.76640
69.60;3.74390
69.70;3.71220
69.80;3.68310
69.90;3.65200
70.00;3.61870
70.10;3.58290
70.20;3.53960
70.30;3.49770
70.40;3.45400
70.50;3.40790
70.60;3.36330
70.70;3.31300
70.80;3.26190
70.90;3.20840
71.00;3.15950
71.20;3.06550
71.40;2.97140
71.60;2.86720
71.80;2.75130
72.00;2.61890
72.20;2.47130
72.40;2.31740
72.60;2.15800
72.80;2.00410
73.00;1.87150
73.20;1.75200
73.40;1.65680
73.60;1.58320
73.80;1.51560
74.00;1.44360
74.20;1.34240
74.40;1.18880
74.60;0.99896
74.80;0.77574
75.00;0.57907
75.20;0.43398
75.40;0.33904
75.60;0.28366
75.80;0.25828
76.00;0.24753
76.20;0.24291
76.40;0.23947
76.60;0.23796
76.80;0.23569
77.00;0.23316
77.50;0.22886
78.00;0.22427
78.50;0.21969
79.00;0.21590
79.50;0.21174
80.00;0.20658
80.50;0.20335
82.50;0.18778
84.50;0.17405
86.50;0.16158
88.50;0.15046
89.00;0.14754
94.00;0.12476
99.00;0.10976
104.00;0.09918
109.00;0.09075
114.00;0.08436
119.00;0.07787
124.00;0.07204
129.00;0.06681
134.00;0.06131
139.00;0.05703
144.00;0.05258
149.00;0.04867
151.00;0.04722
166.00;0.03668
181.00;0.02791
196.00;0.02111
211.00;0.01531
226.00;0.01073
241.00;0.00835
256.00;0.00636
271.00;0.00536
286.00;0.00395
301.00;0.00328
316.00;0.00279
331.00;0.00210
346.00;0.00180
361.00;0.00166
363.00;0.00139
End:; 
Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
Medium:; Water
Single spot [Yes/No]:; Yes
Isocenter to snout distance [mm]:; 680
Isocenter to phantom surface distance [mm]:; 150
Detector lateral shape [Quadratic/Circular]:; Circular
Detector lateral side/diameter [mm]:; 80
Nominal beam energy [MeV]:; 2537.28
Measured dose curve (Depth [mm] Dose [a.u.]):; 
13.00;1.14750
23.00;1.18570
33.00;1.23940
42.00;1.30300
44.00;1.31980
46.00;1.33900
48.00;1.35780
50.00;1.38000
52.00;1.40290
54.00;1.42840
56.00;1.45750
58.00;1.48910
60.00;1.52490
62.00;1.56390
64.00;1.60720
66.00;1.65790
68.00;1.71590
70.00;1.78400
72.00;1.86410
74.00;1.96270
74.50;1.98990
75.00;2.01850
75.50;2.04960
76.00;2.08290
76.50;2.11500
77.00;2.15040
77.50;2.19060
78.00;2.23110
78.50;2.27440
79.00;2.32110
79.50;2.37580
80.00;2.43100
80.50;2.49250
81.00;2.56330
81.50;2.64560
82.00;2.74010
82.20;2.78140
82.40;2.82500
82.60;2.87080
82.80;2.92200
83.00;2.98170
83.20;3.03940
83.40;3.10910
83.60;3.18790
83.80;3.27810
84.00;3.39170
84.10;3.44720
84.20;3.50900
84.30;3.57240
84.40;3.62680
84.50;3.68590
84.60;3.74390
84.70;3.78890
84.80;3.82760
84.90;3.85820
85.00;3.87590
85.10;3.89150
85.20;3.89350
85.30;3.89100
85.40;3.88080
85.50;3.86780
85.60;3.84900
85.70;3.82560
85.80;3.80250
85.90;3.77680
86.00;3.74470
86.10;3.71170
86.20;3.67710
86.30;3.64150
86.40;3.60200
86.50;3.55920
86.60;3.51810
86.70;3.47070
86.80;3.42370
86.90;3.37270
87.00;3.32000
87.20;3.23020
87.40;3.13380
87.60;3.02640
87.80;2.92720
88.00;2.81970
88.20;2.69860
88.40;2.56110
88.60;2.39810
88.80;2.24400
89.00;2.08950
89.20;1.95130
89.40;1.83020
89.60;1.72520
89.80;1.64450
90.00;1.57560
90.20;1.51030
90.40;1.41820
90.60;1.29090
90.80;1.09940
91.00;0.90015
91.20;0.70401
91.40;0.53270
91.60;0.41935
91.80;0.34459
92.00;0.30974
92.20;0.29383
92.40;0.28580
92.60;0.28340
92.80;0.28082
93.00;0.27879
93.50;0.27334
94.00;0.26891
94.50;0.26478
95.00;0.26059
95.50;0.25631
96.00;0.25165
96.50;0.24839
98.50;0.23228
100.50;0.21796
102.50;0.20504
104.50;0.19307
105.00;0.19041
110.00;0.16354
115.00;0.14349
120.00;0.12830
125.00;0.11782
130.00;0.10944
135.00;0.10295
140.00;0.09637
145.00;0.09026
150.00;0.08486
155.00;0.07955
160.00;0.07458
165.00;0.06998
166.50;0.06869
181.50;0.05611
196.50;0.04605
211.50;0.03707
226.50;0.02929
241.50;0.02304
256.50;0.01777
271.50;0.01347
286.50;0.01049
301.50;0.00859
316.50;0.00715
331.50;0.00526
346.50;0.00424
361.50;0.00404
363.00;0.00375
End:; 
Origin of data [Measured/Computed]:; Measured
Machine/Treatment room:; hzRoom1_90_RF4_250701
Snout name:; hzRoom1_90_RF4
Range modulator name:; RF4
Radiation type:; Carbon
Curve type [Depth/X/Y/AbsoluteDosimetry]:; Depth
