energy_mevu,depth_mm,x_fwhm_mm,y_fwhm_mm,sigma_x_mm,sigma_y_mm,sigma_fit_mm,reference_sigma_fit_mm,reference_sigma_mm,raw_to_reference_sigma_fit_delta_mm
249.82,-300.0,10.09,9.96,4.284828482509372,4.229622565489925,4.257225523999649,4.26,4.2,-0.002774476000350745
249.82,-150.0,8.98,8.88,3.813454883343326,3.770988793328367,3.7922218383358466,3.79,3.73,0.0022218383358465488
249.82,0.0,7.72,7.84,3.2783821491548415,3.3293414571727924,3.3038618031638167,3.3,3.26,0.0038618031638169015
249.82,150.0,6.48,6.87,2.751802632969349,2.917420384027689,2.834611508498519,2.84,2.8,-0.005388491501480797
249.82,300.0,5.3,5.7,2.2507027707928313,2.420567130852668,2.3356349508227496,2.34,2.36,-0.004365049177250224
252.09,-300.0,10.25,9.87,4.352774226533306,4.191403084476462,4.272088655504884,4.27,4.17,0.0020886555048846844
252.09,-150.0,8.97,8.81,3.8092082743418305,3.7412625303178957,3.775235402329863,3.78,3.7,-0.004764597670136705
252.09,0.0,7.62,7.68,3.2359160591398823,3.2613957131488576,3.2486558861443697,3.25,3.23,-0.001344113855630269
252.09,150.0,6.49,6.73,2.7560492419708447,2.8579678580067465,2.8070085499887956,2.81,2.77,-0.0029914500112044884
252.09,300.0,5.27,5.67,2.2379629437883435,2.40782730384818,2.322895123818262,2.32,2.34,0.0028951238182619576
254.34,-300.0,10.0,9.7,4.246609001495909,4.119210731451031,4.182909866473469,4.18,4.14,0.002909866473469691
254.34,-150.0,8.84,8.71,3.754002357322383,3.698796440302937,3.72639939881266,3.73,3.67,-0.003600601187339958
254.34,0.0,7.59,7.54,3.2231762321353945,3.201943187127915,3.2125597096316545,3.21,3.2,0.0025597096316545276
254.34,150.0,6.44,6.59,2.7348161969633655,2.798515331985804,2.7666657644745847,2.77,2.75,-0.003334235525415341
254.34,300.0,5.22,5.52,2.2167298987808643,2.3441281688257414,2.280429033803303,2.28,2.31,0.00042903380330328034
256.58,-300.0,9.82,9.64,4.1701700394689825,4.093731077442056,4.13195055845552,4.13,4.11,0.0019505584555199462
256.58,-150.0,8.61,8.6,3.656330350287977,3.6520837412864813,3.654207045787229,3.65,3.64,0.004207045787229191
256.58,0.0,7.36,7.51,3.125504225100989,3.189203360123427,3.157353792612208,3.16,3.18,-0.0026462073877921988
256.58,150.0,6.2,6.59,2.6328975809274633,2.798515331985804,2.7157064564566333,2.72,2.73,-0.004293543543366862
256.58,300.0,5.04,5.42,2.140290936753938,2.301662078810782,2.22097650778236,2.22,2.29,0.0009765077823598034
258.81,-300.0,9.75,9.61,4.140443776458511,4.080991250437568,4.110717513448039,4.11,4.08,0.0007175134480386092
258.81,-150.0,8.6,8.58,3.6520837412864813,3.6435905232834895,3.6478371322849856,3.65,3.61,-0.0021628677150142828
258.81,0.0,7.32,7.5,3.1085177890950053,3.1849567511219314,3.1467372701084684,3.15,3.15,-0.003262729891531535
258.81,150.0,6.22,6.58,2.641390798930455,2.7942687229843077,2.7178297609573816,2.72,2.7,-0.0021702390426185936
258.81,300.0,5.02,5.53,2.131797718750946,2.3483747778272375,2.2400862482890918,2.24,2.27,8.624828909153948e-05
261.03,-300.0,10.17,9.59,4.318801354521339,4.072498032434576,4.195649693477957,4.2,4.04,-0.004350306522042935
261.03,-150.0,8.88,8.63,3.770988793328367,3.6648235682909696,3.7179061808096683,3.72,3.58,-0.0020938191903319137
261.03,0.0,7.51,7.47,3.189203360123427,3.1722169241174436,3.1807101421204353,3.18,3.12,0.0007101421204351865
261.03,150.0,6.39,6.54,2.7135831519558855,2.7772822869783242,2.7454327194671047,2.75,2.68,-0.004567280532895346
261.03,300.0,5.2,5.51,2.2082366807778726,2.3398815598242457,2.274059120301059,2.28,2.25,-0.005940879698940638
263.23,-300.0,9.81,9.44,4.165923430467487,4.008798897412137,4.087361163939812,4.09,4.01,-0.002638836060187444
263.23,-150.0,8.62,8.39,3.660576959289473,3.5629049522550678,3.6117409557722704,3.61,3.55,0.0017409557722705138
263.23,0.0,7.33,7.34,3.112764398096501,3.117011007097997,3.1148877025972492,3.11,3.1,0.004887702597249355
263.23,150.0,6.19,6.39,2.6286509719259676,2.7135831519558855,2.671117061940927,2.67,2.66,0.0011170619409268667
263.23,300.0,5.02,5.39,2.131797718750946,2.288922251806295,2.2103599852786204,2.21,2.24,0.00035998527862046714
265.43,-300.0,9.56,9.32,4.0597582054300885,3.957839589394187,4.008798897412138,4.01,3.99,-0.0012011025878617687
265.43,-150.0,8.3,8.23,3.5246854712416043,3.494959208231133,3.5098223397363686,3.51,3.52,-0.00017766026363119636
265.43,0.0,7.09,7.23,3.010845782060599,3.0702983080815422,3.0405720450710705,3.04,3.07,0.0005720450710704483
265.43,150.0,5.99,6.32,2.5437187918960493,2.683856888945414,2.6137878404207315,2.61,2.63,0.0037878404207316585
265.43,300.0,4.99,5.27,2.1190578917464586,2.2379629437883435,2.1785104177674013,2.18,2.22,-0.001489582232598874
267.62,-300.0,9.58,9.35,4.068251423433081,3.9705794163986745,4.019415419915878,4.02,3.96,-0.0005845800841219884
267.62,-150.0,8.39,8.35,3.5629049522550678,3.5459185162490834,3.5544117342520756,3.55,3.5,0.00441173425207575
267.62,0.0,7.11,7.24,3.0193390000635913,3.074544917083038,3.0469419585733144,3.05,3.05,-0.0030580414266854206
267.62,150.0,6.03,6.37,2.560705227902033,2.7050899339528938,2.6328975809274633,2.63,2.61,0.0028975809274633946
267.62,300.0,4.97,5.31,2.1105646737434665,2.2549493797943274,2.182757026768897,2.18,2.2,0.0027570267688967753
269.8,-300.0,9.54,9.19,4.051264987427096,3.9026336723747397,3.976949329900918,3.98,3.93,-0.003050670099081998
269.8,-150.0,8.32,8.19,3.533178689244596,3.477972772225149,3.5055757307348725,3.51,3.47,-0.00442426926512729
269.8,0.0,7.03,7.15,2.985366128051624,3.036325436069575,3.010845782060599,3.01,3.02,0.000845782060599376
269.8,150.0,6.01,6.24,2.552212009899041,2.649884016933447,2.601048013416244,2.6,2.59,0.0010480134162440535
269.8,300.0,4.93,5.23,2.093578237737483,2.2209765077823604,2.1572773727599217,2.16,2.18,-0.0027226272400784346
271.97,-300.0,9.43,9.11,4.0045522884106415,3.8686608003627727,3.936606544386707,3.94,3.9,-0.0033934556132928506
271.97,-150.0,8.27,8.11,3.5119456442371164,3.4439999002131816,3.477972772225149,3.48,3.45,-0.0020272277748509815
271.97,0.0,6.99,7.02,2.96837969204564,2.981119519050128,2.974749605547884,2.97,3.0,0.0047496055478837285
271.97,150.0,5.87,6.18,2.4927594838780984,2.6244043629244715,2.558581923401285,2.56,2.57,-0.0014180765987150679
271.97,300.0,4.94,5.14,2.097824846738979,2.182757026768897,2.140290936753938,2.14,2.17,0.00029093675393765395
274.13,-300.0,9.32,8.94,3.957839589394187,3.7964684473373422,3.877154018365765,3.88,3.87,-0.0028459816342349953
274.13,-150.0,8.16,7.91,3.4652329452206616,3.3590677201832637,3.4121503327019624,3.41,3.42,0.0021503327019622986
274.13,0.0,6.91,6.88,2.934406820033673,2.921666993029185,2.928036906531429,2.93,2.98,-0.001963093468571042
274.13,150.0,5.87,6.02,2.4927594838780984,2.5564586189005367,2.5246090513893176,2.52,2.55,0.004609051389317553
274.13,300.0,4.98,5.02,2.1148112827449626,2.131797718750946,2.1233045007479543,2.12,2.15,0.0033045007479541866
276.28,-300.0,9.27,8.77,3.936606544386707,3.7242760943119118,3.830441319349309,3.83,3.85,0.00044131934930913275
276.28,-150.0,8.1,7.8,3.439753291211686,3.3123550211668085,3.376054156189247,3.38,3.4,-0.003945843810752692
276.28,0.0,6.93,6.81,2.9429000380366643,2.8919407300187134,2.9174203840276887,2.92,2.96,-0.0025796159723112666
276.28,150.0,5.84,5.92,2.4800196568736106,2.513992528885578,2.4970060928795945,2.5,2.53,-0.0029939071204054812
276.28,300.0,4.93,4.91,2.093578237737483,2.0850850197344912,2.0893316287359873,2.09,2.13,-0.000668371264012535
278.42,-300.0,9.28,8.64,3.9408531533882027,3.669070177292465,3.804961665340334,3.81,3.82,-0.005038334659666077
278.42,-150.0,8.16,7.74,3.4652329452206616,3.2868753671578332,3.376054156189247,3.38,3.37,-0.003945843810752692
278.42,0.0,6.92,6.7,2.9386534290351687,2.8452280310022586,2.891940730018714,2.89,2.93,0.0019407300187137544
278.42,150.0,5.83,5.81,2.475773047872115,2.4672798298691228,2.471526438870619,2.47,2.51,0.0015264388706186516
278.42,300.0,4.91,4.79,2.0850850197344912,2.0341257117165403,2.059605365725516,2.06,2.12,-0.0003946342744840514
280.56,-300.0,9.18,8.55,3.898387063373244,3.630850696279002,3.764618879826123,3.77,3.79,-0.00538112017387693
280.56,-150.0,8.0,7.65,3.397287201196727,3.24865588614437,3.3229715436705485,3.32,3.35,0.0029715436705486376
280.56,0.0,6.77,6.62,2.87495429401273,2.8112551589902917,2.843104726501511,2.84,2.91,0.003104726501510946
280.56,150.0,5.79,5.77,2.458786611866131,2.4502933938631393,2.4545400028646354,2.45,2.49,0.004540002864635184
280.56,300.0,4.9,4.74,2.0808384107329956,2.0128926667090608,2.046865538721028,2.05,2.1,-0.0031344612789716564
282.69,-300.0,9.12,8.59,3.8729074093642684,3.6478371322849856,3.760372270824627,3.76,3.77,0.00037227082462720773
282.69,-150.0,7.98,7.5,3.388793983193735,3.1849567511219314,3.2868753671578332,3.29,3.33,-0.003124632842166797
282.69,0.0,6.7,6.55,2.8452280310022586,2.78152889597982,2.8133784634910395,2.81,2.89,0.0033784634910394296
282.69,150.0,5.79,5.66,2.458786611866131,2.4035806948466845,2.431183653356408,2.43,2.48,0.001183653356407799
282.69,300.0,4.78,4.68,2.0298791027150442,1.987413012700085,2.0086460577075647,2.01,2.09,-0.0013539422924351285
284.81,-300.0,9.19,8.4,3.9026336723747397,3.5671515612565634,3.7348926168156513,3.74,3.74,-0.00510738318434889
284.81,-150.0,8.03,7.48,3.410027028201214,3.1764635331189397,3.293245280660077,3.3,3.3,-0.006754719339922666
284.81,0.0,6.87,6.51,2.917420384027689,2.7645424599738364,2.8409814220007625,2.84,2.87,0.0009814220007626773
284.81,150.0,5.79,5.6,2.458786611866131,2.378101040837709,2.41844382635192,2.42,2.46,-0.001556173648079806
284.81,300.0,4.9,4.72,2.0808384107329956,2.0043994487060686,2.042618929719532,2.04,2.08,0.002618929719532037
286.93,-300.0,9.17,8.4,3.8941404543717484,3.5671515612565634,3.7306460078141557,3.73,3.72,0.0006460078141556913
286.93,-150.0,8.08,7.51,3.431260073208694,3.189203360123427,3.3102317166660606,3.31,3.28,0.0002317166660605885
286.93,0.0,6.79,6.45,2.883447512015722,2.739062805964861,2.8112551589902917,2.81,2.85,0.001255158990291605
286.93,150.0,5.78,5.66,2.4545400028646354,2.4035806948466845,2.4290603488556597,2.43,2.44,-0.0009396511443404698
286.93,300.0,4.75,4.66,2.0171392757105564,1.9789197946970936,1.998029535203825,2.0,2.06,-0.001970464796174909
289.04,-300.0,9.03,8.25,3.8346879283508053,3.5034524262341247,3.6690701772924648,3.67,3.7,-0.0009298227075351662
289.04,-150.0,7.96,7.33,3.3803007651907433,3.112764398096501,3.2465325816436224,3.25,3.26,-0.0034674183563776495
289.04,0.0,6.76,6.35,2.8707076850112343,2.696596715949902,2.783652200480568,2.79,2.83,-0.006347799519431874
289.04,150.0,5.69,5.53,2.4163205218511723,2.3483747778272375,2.382347649839205,2.38,2.43,0.0023476498392049905
289.04,300.0,4.79,4.66,2.0341257117165403,1.9789197946970936,2.006522753206817,2.01,2.05,-0.003477246793182953
291.14,-300.0,8.68,8.18,3.6860566132984487,3.473726163223653,3.579891388261051,3.58,3.67,-0.00010861173894927134
291.14,-150.0,7.61,7.24,3.2316694501383867,3.074544917083038,3.1531071836107123,3.15,3.24,0.003107183610712383
291.14,0.0,6.54,6.33,2.7772822869783242,2.6881034979469103,2.7326928924626173,2.73,2.81,0.00269289246261728
291.14,150.0,5.62,5.45,2.3865942588407005,2.31440190581527,2.3504980823279853,2.35,2.41,0.0004980823279852054
291.14,300.0,4.86,4.54,2.0638519747270117,1.9279604866791424,1.995906230703077,2.0,2.04,-0.0040937692969229555
293.24,-300.0,8.6,8.16,3.6520837412864813,3.4652329452206616,3.5586583432535717,3.56,3.65,-0.001341656746428388
293.24,-150.0,7.59,7.22,3.2231762321353945,3.0660516990800457,3.14461396560772,3.15,3.22,-0.005386034392279804
293.24,0.0,6.49,6.31,2.7560492419708447,2.679610279943918,2.7178297609573816,2.72,2.8,-0.0021702390426185936
293.24,150.0,5.6,5.44,2.378101040837709,2.3101552968137744,2.3441281688257414,2.34,2.39,0.004128168825741518
293.24,300.0,4.85,4.54,2.0596053657255156,1.9279604866791424,1.993782926202329,1.99,2.03,0.0037829262023290067
295.33,-300.0,8.41,8.15,3.571398170258059,3.4609863362191655,3.5161922532386125,3.52,3.63,-0.0038077467613875093
295.33,-150.0,7.41,7.27,3.1467372701084684,3.0872847440875253,3.1170110070979966,3.12,3.2,-0.0029889929020034955
295.33,0.0,6.45,6.31,2.739062805964861,2.679610279943918,2.7093365429543894,2.71,2.78,-0.0006634570456105493
295.33,150.0,5.63,5.5,2.3908408678421966,2.3356349508227496,2.363237909332473,2.36,2.38,0.0032379093324732544
295.33,300.0,5.0,4.54,2.1233045007479543,1.9279604866791424,2.025632493713548,2.03,2.01,-0.004367506286451661
297.42,-300.0,8.25,8.1,3.5034524262341247,3.439753291211686,3.471602858722905,3.47,3.61,0.0016028587229048874
297.42,-150.0,7.34,7.18,3.117011007097997,3.0490652630740622,3.0830381350860296,3.08,3.18,0.0030381350860295697
297.42,0.0,6.51,6.29,2.7645424599738364,2.6711170619409264,2.7178297609573816,2.72,2.76,-0.0021702390426185936
297.42,150.0,5.93,5.47,2.5182391378870737,2.322895123818262,2.4205671308526675,2.42,2.37,0.0005671308526675745
297.42,300.0,5.33,4.48,2.263442597797319,1.9024808326701672,2.0829617152337434,2.09,2.0,-0.007038284766256453
299.5,-300.0,8.41,7.96,3.571398170258059,3.3803007651907433,3.475849467724401,3.48,3.58,-0.004150532275598806
299.5,-150.0,7.4,7.1,3.1424906611069727,3.015092391062095,3.078791526084534,3.08,3.16,-0.0012084739154660795
299.5,0.0,6.42,6.11,2.7263229789603733,2.5946780999140002,2.660500539437187,2.66,2.74,0.0005005394371866423
299.5,150.0,5.59,5.39,2.3738544318362127,2.288922251806295,2.3313883418212535,2.33,2.35,0.0013883418212534693
299.5,300.0,4.89,4.51,2.076591801731499,1.9152206596746546,1.9959062307030768,2.0,1.99,-0.004093769296923178
301.57,-300.0,8.3,7.96,3.5246854712416043,3.3803007651907433,3.4524931182161738,3.45,3.56,0.0024931182161735954
301.57,-150.0,7.32,7.07,3.1085177890950053,3.0023525640576074,3.0554351765763066,3.06,3.14,-0.004564823423693465
301.57,0.0,6.28,6.1,2.6668704529394307,2.590431490912504,2.6286509719259676,2.63,2.73,-0.0013490280740322547
301.57,150.0,5.58,5.37,2.369607822834717,2.280429033803303,2.32501842831901,2.33,2.34,-0.004981571680990005
301.57,300.0,4.88,4.48,2.0723451927300034,1.9024808326701672,1.9874130127000853,1.99,1.98,-0.0025869872999146892
303.64,-300.0,8.16,7.97,3.4652329452206616,3.384547374192239,3.4248901597064503,3.43,3.54,-0.005109840293549883
303.64,-150.0,7.17,6.91,3.0448186540725666,2.934406820033673,2.98961273705312,2.99,3.12,-0.0003872629468801847
303.64,0.0,6.27,6.07,2.6626238439379346,2.5776916639080167,2.6201577539229755,2.62,2.71,0.00015775392297534552
303.64,150.0,5.65,5.27,2.3993340858451884,2.2379629437883435,2.3186485148167657,2.32,2.32,-0.0013514851832341357
303.64,300.0,5.29,4.43,2.2464561617913357,1.8812477876626874,2.0638519747270117,2.07,1.97,-0.006148025272988189
305.71,-300.0,8.26,7.94,3.5076990352356203,3.3718075471877516,3.439753291211686,3.44,3.52,-0.00024670878831400955
305.71,-150.0,7.19,7.07,3.0533118720755583,3.0023525640576074,3.0278322180665826,3.03,3.1,-0.0021677819334171566
305.71,0.0,6.25,6.21,2.654130625934943,2.6371441899289594,2.645637407931951,2.65,2.69,-0.004362592068048787
305.71,150.0,5.41,5.31,2.2974154698092866,2.2549493797943274,2.276182424801807,2.28,2.31,-0.003817575198192813
305.71,300.0,4.89,4.43,2.076591801731499,1.8812477876626874,1.9789197946970933,1.98,1.97,-0.001080205302906645
307.77,-300.0,8.39,7.87,3.5629049522550678,3.3420812841772802,3.452493118216174,3.45,3.5,0.0024931182161740395
307.77,-150.0,7.32,6.87,3.1085177890950053,2.917420384027689,3.0129690865613474,3.01,3.08,0.0029690865613476447
307.77,0.0,6.25,6.04,2.654130625934943,2.564951836903529,2.609541231419236,2.61,2.68,-0.00045876858076399074
307.77,150.0,5.36,5.25,2.276182424801807,2.229469725785352,2.2528260752935796,2.25,2.3,0.0028260752935795885
307.77,300.0,4.67,4.35,1.9831664036985892,1.84727491565072,1.9152206596746546,1.92,1.96,-0.004779340325345327
309.82,-300.0,8.26,7.8,3.5076990352356203,3.3123550211668085,3.410027028201214,3.41,3.48,2.7028201214029934e-05
309.82,-150.0,7.28,6.92,3.0915313530890214,2.9386534290351687,3.015092391062095,3.02,3.06,-0.004907608937905206
309.82,0.0,6.16,6.02,2.61591114492148,2.5564586189005367,2.5861848819110085,2.59,2.66,-0.003815118088991376
309.82,150.0,5.37,5.26,2.280429033803303,2.233716334786848,2.2570726842950757,2.26,2.29,-0.002927315704924105
309.82,300.0,4.71,4.42,2.000152839704573,1.8770011786611915,1.9385770091828822,1.94,1.95,-0.0014229908171177197
311.87,-300.0,8.15,7.76,3.4609863362191655,3.295368585160825,3.3781774606899955,3.38,3.46,-0.001822539310004423
311.87,-150.0,7.16,6.85,3.0405720450710705,2.9089271660246974,2.974749605547884,2.98,3.05,-0.005250394452116058
311.87,0.0,6.14,6.01,2.6074179269184876,2.552212009899041,2.5798149684087646,2.58,2.65,-0.00018503159123550716
311.87,150.0,5.35,5.22,2.271935815800311,2.2167298987808643,2.244332857290588,2.24,2.27,0.004332857290587633
311.87,300.0,4.69,4.33,1.9916596217015814,1.8387816976477285,1.915220659674655,1.92,1.94,-0.004779340325344883
313.91,-300.0,8.15,7.74,3.4609863362191655,3.2868753671578332,3.3739308516884994,3.38,3.44,-0.006069148311500516
313.91,-150.0,7.14,6.87,3.0320788270680787,2.917420384027689,2.974749605547884,2.98,3.03,-0.005250394452116058
313.91,0.0,6.1,5.89,2.590431490912504,2.50125270188109,2.545842096396797,2.55,2.63,-0.004157903603202673
313.91,150.0,5.31,5.22,2.2549493797943274,2.2167298987808643,2.2358396392875957,2.24,2.26,-0.004160360712404554
313.91,300.0,4.68,4.41,1.987413012700085,1.8727545696596957,1.9300837911798903,1.93,1.93,8.379117989032459e-05
315.95,-300.0,7.94,7.76,3.3718075471877516,3.295368585160825,3.333588066174288,3.33,3.42,0.003588066174287974
315.95,-150.0,7.07,6.92,3.0023525640576074,2.9386534290351687,2.9705029965463883,2.97,3.01,0.0005029965463880792
315.95,0.0,6.07,5.98,2.5776916639080167,2.5394721828945537,2.5585819234012854,2.56,2.62,-0.0014180765987146238
315.95,150.0,5.35,5.3,2.271935815800311,2.2507027707928313,2.2613192932965713,2.26,2.25,0.0013192932965715443
315.95,300.0,4.76,4.42,2.0213858847120525,1.8770011786611915,1.949193531686622,1.95,1.93,-0.0008064683133779393
317.99,-300.0,7.97,7.81,3.384547374192239,3.3166016301683046,3.3505745021802715,3.35,3.4,0.0005745021802714412
317.99,-150.0,7.01,6.96,2.9768729100486317,2.955639865041152,2.9662563875448917,2.97,3.0,-0.003743612455108458
317.99,0.0,6.07,6.03,2.5776916639080167,2.560705227902033,2.569198445905025,2.57,2.61,-0.0008015540949748434
317.99,150.0,5.33,5.33,2.263442597797319,2.263442597797319,2.263442597797319,2.26,2.24,0.003442597797319369
317.99,300.0,4.7,4.45,1.995906230703077,1.8897410056656794,1.942823618184378,1.94,1.92,0.0028236181843781516
320.02,-300.0,8.16,7.82,3.4652329452206616,3.3208482391698007,3.393040592195231,3.39,3.38,0.0030405921952310067
320.02,-150.0,7.11,6.92,3.0193390000635913,2.9386534290351687,2.97899621454938,2.98,2.98,-0.001003785450619965
320.02,0.0,6.05,6.03,2.5691984459050246,2.560705227902033,2.5649518369035285,2.56,2.59,0.004951836903528406
320.02,150.0,5.28,5.34,2.24220955278984,2.2676892067988152,2.2549493797943274,2.26,2.23,-0.005050620205672374
320.02,300.0,4.51,4.48,1.9152206596746546,1.9024808326701672,1.908850746172411,1.91,1.91,-0.001149253827589014
322.04,-300.0,7.83,7.67,3.3250948481712963,3.257149104147362,3.291121976159329,3.29,3.37,0.0011219761593288524
322.04,-150.0,6.89,6.76,2.925913602030681,2.8707076850112343,2.898310643520958,2.9,2.96,-0.0016893564790421145
322.04,0.0,6.04,5.95,2.564951836903529,2.526732355890066,2.5458420963967976,2.55,2.58,-0.004157903603202229
322.04,150.0,5.3,5.2,2.2507027707928313,2.2082366807778726,2.2294697257853517,2.23,2.22,-0.0005302742146482409
322.04,300.0,4.75,4.42,2.0171392757105564,1.8770011786611915,1.947070227185874,1.95,1.91,-0.002929772814125986
324.06,-300.0,8.34,7.67,3.5416719072475877,3.257149104147362,3.3994105056974746,3.4,3.35,-0.0005894943025253063
324.06,-150.0,7.32,6.88,3.1085177890950053,2.921666993029185,3.0150923910620953,3.02,2.95,-0.004907608937904762
324.06,0.0,6.15,6.02,2.611664535919984,2.5564586189005367,2.58406157741026,2.58,2.57,0.004061577410260142
324.06,150.0,5.3,5.31,2.2507027707928313,2.2549493797943274,2.252826075293579,2.25,2.21,0.0028260752935791444
324.06,300.0,4.37,4.47,1.8557681336537122,1.8982342236686711,1.8770011786611915,1.88,1.9,-0.002998821338808355
326.08,-300.0,7.7,7.54,3.2698889311518498,3.201943187127915,3.2359160591398823,3.24,3.33,-0.004083940860117874
326.08,-150.0,6.84,6.73,2.9046805570232013,2.8579678580067465,2.881324207514974,2.88,2.93,0.001324207514973974
326.08,0.0,6.0,5.92,2.547965400897545,2.513992528885578,2.5309789648915615,2.53,2.55,0.0009789648915616844
326.08,150.0,5.29,5.18,2.2464561617913357,2.1997434627748804,2.223099812283108,2.22,2.2,0.003099812283107628
326.08,300.0,4.82,4.41,2.046865538721028,1.8727545696596957,1.959810054190362,1.96,1.9,-0.00018994580963793695
328.09,-300.0,8.16,7.7,3.4652329452206616,3.2698889311518498,3.367560938186256,3.37,3.31,-0.0024390618137442033
328.09,-150.0,7.13,6.87,3.0278322180665826,2.917420384027689,2.9726263010471357,2.97,2.92,0.0026263010471354598
328.09,0.0,6.05,6.0,2.5691984459050246,2.547965400897545,2.5585819234012845,2.56,2.54,-0.001418076598715512
328.09,150.0,5.18,5.31,2.1997434627748804,2.2549493797943274,2.227346421284604,2.23,2.2,-0.0026535787153960655
328.09,300.0,4.38,4.56,1.8600147426552078,1.9364537046821342,1.8982342236686711,1.9,1.89,-0.0017657763313287944
330.09,-300.0,8.16,7.74,3.4652329452206616,3.2868753671578332,3.376054156189247,3.38,3.3,-0.003945843810752692
330.09,-150.0,7.14,6.86,3.0320788270680787,2.9131737750261935,2.972626301047136,2.97,2.9,0.002626301047135904
330.09,0.0,6.06,6.05,2.5734450549065206,2.5691984459050246,2.5713217504057724,2.57,2.53,0.001321750405772537
330.09,150.0,5.18,5.36,2.1997434627748804,2.276182424801807,2.237962943788344,2.24,2.19,-0.002037056211656285
330.09,300.0,4.38,4.54,1.8600147426552078,1.9279604866791424,1.893987614667175,1.89,1.89,0.003987614667175121
332.09,-300.0,8.24,7.61,3.4992058172326286,3.2316694501383867,3.3654376336855076,3.37,3.28,-0.004562366314492472
332.09,-150.0,7.23,6.81,3.0702983080815422,2.8919407300187134,2.981119519050128,2.98,2.89,0.0011195190501278596
332.09,0.0,6.08,5.98,2.5819382729095124,2.5394721828945537,2.560705227902033,2.56,2.52,0.0007052279020327568
332.09,150.0,5.14,5.26,2.182757026768897,2.233716334786848,2.2082366807778726,2.21,2.18,-0.0017633192221273575
332.09,300.0,4.32,4.44,1.8345350886462326,1.8854943966641835,1.860014742655208,1.86,1.89,1.474265520795548e-05
334.09,-300.0,7.97,7.64,3.384547374192239,3.244409277142874,3.3144783256675563,3.32,3.26,-0.005521674332443549
334.09,-150.0,6.93,6.8,2.9429000380366643,2.887694121017218,2.9152970795269413,2.92,2.88,-0.004702920473058647
334.09,0.0,5.89,5.97,2.50125270188109,2.535225573893057,2.5182391378870737,2.52,2.51,-0.0017608621129263646
334.09,150.0,5.04,5.26,2.140290936753938,2.233716334786848,2.1870036357703926,2.19,2.17,-0.0029963642296073623
334.09,300.0,4.32,4.53,1.8345350886462326,1.9237138776776468,1.8791244831619398,1.88,1.88,-0.0008755168380600864
336.08,-300.0,8.03,7.5,3.410027028201214,3.1849567511219314,3.297491889661573,3.3,3.25,-0.0025081103384270165
336.08,-150.0,6.98,6.73,2.9641330830441444,2.8579678580067465,2.9110504705254456,2.91,2.86,0.0010504705254454905
336.08,0.0,5.92,5.9,2.513992528885578,2.5054993108825863,2.5097459198840824,2.51,2.5,-0.0002540801159174322
336.08,150.0,5.11,5.25,2.1700171997644095,2.229469725785352,2.199743462774881,2.2,2.17,-0.0002565372251193132
336.08,300.0,4.33,4.43,1.8387816976477285,1.8812477876626874,1.860014742655208,1.86,1.88,1.474265520795548e-05
338.06,-300.0,8.13,7.48,3.452493118216174,3.1764635331189397,3.314478325667557,3.32,3.23,-0.005521674332442661
338.06,-150.0,7.08,6.66,3.0065991730591035,2.828241594996275,2.9174203840276896,2.92,2.85,-0.0025796159723103784
338.06,0.0,6.05,5.87,2.5691984459050246,2.4927594838780984,2.5309789648915615,2.53,2.49,0.0009789648915616844
338.06,150.0,5.11,5.15,2.1700171997644095,2.187003635770393,2.1785104177674013,2.18,2.16,-0.001489582232598874
338.06,300.0,4.32,4.42,1.8345350886462326,1.8770011786611915,1.855768133653712,1.86,1.88,-0.004231866346288138
340.04,-300.0,8.09,7.39,3.43550668221019,3.138244052105476,3.2868753671578332,3.29,3.21,-0.003124632842166797
340.04,-150.0,7.08,6.63,3.0065991730591035,2.8155017679917873,2.9110504705254456,2.91,2.84,0.0010504705254454905
340.04,0.0,6.02,5.78,2.5564586189005367,2.4545400028646354,2.505499310882586,2.51,2.48,-0.00450068911741397
340.04,150.0,5.12,5.13,2.174263808765905,2.1785104177674013,2.176387113266653,2.18,2.15,-0.0036128867333471426
340.04,300.0,4.23,4.23,1.7963156076327695,1.7963156076327695,1.7963156076327695,1.8,1.88,-0.0036843923672305046
342.01,-300.0,7.8,7.44,3.3123550211668085,3.159477097112956,3.2359160591398823,3.24,3.2,-0.004083940860117874
342.01,-150.0,6.79,6.63,2.883447512015722,2.8155017679917873,2.8494746400037547,2.85,2.82,-0.000525359996245367
342.01,0.0,5.81,5.83,2.4672798298691228,2.475773047872115,2.471526438870619,2.47,2.47,0.0015264388706186516
342.01,150.0,5.0,5.12,2.1233045007479543,2.174263808765905,2.14878415475693,2.15,2.15,-0.0012158452430699462
342.01,300.0,4.3,4.36,1.8260418706432406,1.8515215246522163,1.8387816976477285,1.84,1.87,-0.0012183023522716052
343.97,-300.0,7.6,7.29,3.2274228411368906,3.0957779620905175,3.161600401613704,3.16,3.18,0.0016004016137038946
343.97,-150.0,6.62,6.45,2.8112551589902917,2.739062805964861,2.7751589824775764,2.78,2.81,-0.004841017522423385
343.97,0.0,5.71,5.67,2.4248137398541636,2.40782730384818,2.416320521851172,2.42,2.46,-0.0036794781488280748
343.97,150.0,5.02,4.99,2.131797718750946,2.1190578917464586,2.1254278052487026,2.13,2.14,-0.0045721947512973315
343.97,300.0,4.47,4.13,1.8982342236686711,1.7538495176178102,1.8260418706432406,1.83,1.87,-0.003958129356759432
