energy_mevu,rmse_mm,isocenter_error_mm,sigma_source_mm,sigma_prime_rad,correlation
228.79,0.0012042748127793412,0.0015098381786575743,1.456628994164619,0.0033972411066320383,0.7627565523059627
231.19,0.002838405691258543,0.004322909986977486,1.4362815327475815,0.0033870551871416884,0.7531411216787698
233.58,0.001230058853959232,0.0019020878203543923,1.381795327347991,0.0033300528449729558,0.8128211672428818
235.94,0.0012063682072666717,0.0015065724561735827,1.403204472522721,0.0033294364717338554,0.7550417891034721
238.29,0.002838062026417121,0.004325472564319366,1.3829643424415714,0.003319215144317423,0.7449568940877064
240.63,0.0011965776231029643,0.0003984296486141403,1.450372352631584,0.0033873130125419374,0.6013603457931962
242.95,0.0016135668007857275,6.95768685021747e-05,1.4480698541447905,0.0033708672032771608,0.583112599138086
245.25,0.0015420238780388823,0.0024878437881641347,1.3958719305640068,0.0033149181838461866,0.6318553355755259
247.54,0.0012034171887497101,0.0004028660544181939,1.4069210576549325,0.003319195119323879,0.5909373841926686
249.82,0.0016065468882009227,6.764961506444678e-05,1.404709609517621,0.0033027210664127228,0.5721667477705391
252.09,0.0026773601173350546,0.0010554094516428414,1.4472183447790812,0.0033531731669071596,0.47464105233776976
254.34,0.0017482342662578944,0.0028301951362843525,1.3882186180992857,0.003304191562867516,0.5262117024003706
256.58,0.0012183320002360203,0.0004127763377010929,1.3453295546380433,0.0032495917274677462,0.5755912435296499
258.81,0.0004065488562422523,0.0005723902873242537,1.3888691029929165,0.003299446303369251,0.4743254649284738
261.03,0.0017490008869466948,0.0028323997348458363,1.3540649191516951,0.003236509588175573,0.5159209837411898
263.23,0.00040462863878719965,0.0005779721879877187,1.3813405619180184,0.0032343398082891298,0.47088878624092434
265.43,0.0016235714698087818,0.0020721638337835024,1.4642195713875852,0.0033464945376012983,0.3135971762352974
267.62,0.001232749066448996,0.0015591392526301817,1.404779203312115,0.003280402410537168,0.37395954204207926
269.8,0.0010272154745229335,0.001339046858095383,1.4138589011381149,0.0032824425483682146,0.3402280814218475
271.97,0.0022334268834386228,0.0008541499256748963,1.4194769665730147,0.0032664264619158426,0.32614654112855823
274.13,0.0012326318711425653,0.0015594132186258491,1.37923946256414,0.0032132716163994312,0.3640863513924841
276.28,0.0012211523686716911,0.0015536959680506612,1.3619892023576028,0.0032110018338407558,0.3580845742447844
278.42,0.0004255864726000572,0.00034750765333635414,1.4348426157056424,0.0032619125380393466,0.2526520026467835
280.56,0.002219975155745486,0.0008590783897579612,1.3766930233604064,0.003196715319334415,0.30952196221691547
282.69,0.0024292397596418366,0.003754577974211859,1.3937172014611006,0.0031995087861607465,0.2799634191699142
284.81,0.00043083655964792445,0.00034272667746959584,1.4173044206375487,0.0031959434211102484,0.24465356385023448
